Song,Artist,Valence,Key,Mode,Danceability,Date
I Can Show You,Lil Uzi Vert,0.314,10.0,0.0,0.8170000000000001,2020-03-13
Trap This Way (This Way),Lil Uzi Vert,0.207,2.0,1.0,0.71,2020-03-13
Leaders,Lil Uzi Vert Featuring NAV,0.8859999999999999,0.0,0.0,0.95,2020-03-13
No Auto,Lil Uzi Vert Featuring Lil Durk,0.565,11.0,0.0,0.765,2018-12-21
Come This Way,Lil Uzi Vert,0.619,1.0,1.0,0.682,2020-03-13
Got The Guap,Lil Uzi Vert Featuring Young Thug,0.7490000000000001,8.0,1.0,0.8370000000000001,2020-03-13
Cardigan,Don Toliver,0.0663,4.0,0.0,0.747,2020-03-13
In Your Eyes,The Weeknd,0.7170000000000001,7.0,0.0,0.667,2020-03-20
Alone Again,The Weeknd,0.0599,4.0,0.0,0.218,2020-03-20
Scared To Live,The Weeknd,0.196,0.0,1.0,0.504,2020-03-20
Hardest To Love,The Weeknd,0.10800000000000001,10.0,1.0,0.467,2020-03-20
Too Late,The Weeknd,0.226,4.0,0.0,0.638,2020-03-20
Snowchild,The Weeknd,0.243,0.0,1.0,0.55,2020-03-20
Escape From LA,The Weeknd,0.168,5.0,0.0,0.40399999999999997,2020-03-20
Save Your Tears,The Weeknd,0.644,0.0,1.0,0.68,2020-03-20
Faith,The Weeknd,0.128,0.0,0.0,0.375,2020-03-20
Repeat After Me (Interlude),The Weeknd,0.141,0.0,1.0,0.555,2020-03-20
Until I Bleed Out,The Weeknd,0.14800000000000002,0.0,0.0,0.245,2020-03-20
Walk Em Down,NLE Choppa Featuring Roddy Ricch,0.645,2.0,1.0,0.867,2020-03-19
Turks,"NAV, Gunna & Travis Scott",0.389,7.0,0.0,0.893,2020-03-27
Believe It,PARTYNEXTDOOR & Rihanna,0.731,6.0,1.0,0.43,2020-03-27
Last Time I Say Sorry,Kane Brown & John Legend,0.205,9.0,1.0,0.263,2020-03-27
Find My Way,DaBaby,0.7,4.0,0.0,0.836,2020-04-17
Fuck The World,Rod Wave,0.466,8.0,1.0,0.705,2020-04-03
Thief In The Night,Rod Wave,0.276,7.0,0.0,0.505,2020-04-03
Tycoon,Future,0.85,1.0,0.0,0.858,2020-04-01
I Remember,Rod Wave,0.389,5.0,0.0,0.667,2020-08-07
The Greatest,Rod Wave,0.586,0.0,1.0,0.732,2020-04-03
Ribbon In The Sky,Rod Wave,0.39799999999999996,0.0,1.0,0.41200000000000003,2020-04-03
Here And Now,Kenny Chesney,0.706,9.0,1.0,0.506,2020-05-01
Thug Life,Rod Wave,0.631,1.0,1.0,0.441,2020-08-07
No Weakness,Rod Wave,0.55,10.0,0.0,0.7070000000000001,2020-08-07
Level Of Concern,twenty one pilots,0.77,4.0,0.0,0.754,2020-04-09
Boyfriend,Selena Gomez,0.34600000000000003,2.0,1.0,0.8109999999999999,2020-04-09
Broke In A Minute,Tory Lanez,0.802,0.0,0.0,0.929,2020-04-10
DND,Polo G,0.231,0.0,0.0,0.779,2020-05-15
In Between,Scotty McCreery,0.39299999999999996,11.0,1.0,0.5920000000000001,2018-01-12
Ride It.,Regard,0.884,7.0,0.0,0.88,2019-07-26
Boss Bitch,Doja Cat,0.575,10.0,0.0,0.7070000000000001,2020-01-23
@ MEH,Playboi Carti,0.4,11.0,0.0,0.8759999999999999,2020-04-16
I'm Ready,Sam Smith & Demi Lovato,0.125,10.0,1.0,0.501,2020-10-30
PICK UP,DaBaby Featuring Quavo,0.758,1.0,1.0,0.915,2020-04-17
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,0.64,10.0,1.0,0.768,2020-04-17
More Than My Hometown,Morgan Wallen,0.597,6.0,1.0,0.62,2021-01-08
CAN'T STOP,DaBaby,0.8320000000000001,11.0,0.0,0.732,2020-04-17
BLAME IT ON BABY,DaBaby,0.8640000000000001,9.0,1.0,0.875,2020-04-17
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,0.536,9.0,0.0,0.833,2020-04-17
TALK ABOUT IT,DaBaby,0.439,1.0,1.0,0.951,2020-04-17
CHAMPION,DaBaby,0.56,0.0,0.0,0.828,2020-04-17
I Dare You,Kelly Clarkson,0.435,2.0,1.0,0.655,2020-04-16
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",0.28,0.0,0.0,0.716,2020-04-24
Goosebumps,Travis Scott,0.43,7.0,1.0,0.841,2016-09-16
Sasuke,Lil Uzi Vert,0.153,1.0,1.0,0.8590000000000001,2020-04-24
Ain't Easy,YoungBoy Never Broke Again,0.514,11.0,0.0,0.738,2020-04-24
Party Girl,StaySolidRocky,0.629,6.0,0.0,0.728,2020-04-21
Diamonds,YoungBoy Never Broke Again,0.589,8.0,0.0,0.6509999999999999,2020-04-24
Drinking Alone,Carrie Underwood,0.47700000000000004,5.0,0.0,0.691,2018-09-14
Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,0.573,0.0,0.0,0.599,2020-04-24
Chicago Freestyle,Drake Featuring Giveon,0.0397,10.0,1.0,0.735,2020-05-01
Not You Too,Drake Featuring Chris Brown,0.316,9.0,0.0,0.45799999999999996,2020-05-01
Desires,Drake Featuring Future,0.5539999999999999,5.0,0.0,0.812,2020-05-01
Be Kind,Marshmello & Halsey,0.452,4.0,1.0,0.63,2020-05-01
Time Flies,Drake,0.5,10.0,1.0,0.8640000000000001,2020-05-01
Deep Pockets,Drake,0.374,7.0,0.0,0.473,2020-05-01
Landed,Drake,0.715,7.0,1.0,0.8809999999999999,2020-05-01
War,Drake,0.239,10.0,0.0,0.7490000000000001,2020-05-01
Six Feet Apart,Luke Combs,0.449,6.0,1.0,0.565,2020-05-01
Social Distancing,Lil Baby,0.36,5.0,1.0,0.8490000000000001,2020-05-01
Low Down,Lil Baby,0.154,10.0,0.0,0.9620000000000001,2020-05-01
Don't Rush,Young T & Bugsey Featuring Headie One,0.34600000000000003,2.0,1.0,0.9590000000000001,2020-06-12
Gooba,6ix9ine,0.39299999999999996,1.0,1.0,0.611,2020-05-08
Can I,Kehlani Featuring Tory Lanez,0.612,1.0,1.0,0.574,2020-05-08
Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,0.303,6.0,0.0,0.565,2020-05-08
Toxic,Kehlani,0.0405,7.0,0.0,0.653,2020-05-08
Go Crazy,Chris Brown & Young Thug,0.581,0.0,0.0,0.755,2020-05-08
Viral Moment,Lil Durk,0.264,1.0,1.0,0.545,2020-05-08
Flex,Polo G Featuring Juice WRLD,0.35,10.0,0.0,0.752,2020-05-15
Solitaires,Future Featuring Travis Scott,0.488,1.0,1.0,0.691,2020-05-15
X,Jonas Brothers Featuring Karol G,0.75,4.0,0.0,0.715,2020-05-15
Trillionaire,Future Featuring YoungBoy Never Broke Again,0.473,0.0,1.0,0.768,2020-05-15
Trapped In The Sun,Future,0.11800000000000001,6.0,0.0,0.701,2020-05-15
All Bad,Future Featuring Lil Uzi Vert,0.667,6.0,0.0,0.9309999999999999,2020-05-15
Hard To Choose One,Future,0.254,10.0,1.0,0.884,2020-05-15
Ridin Strikers,Future,0.134,1.0,1.0,0.595,2020-05-15
Hitek Tek,Future,0.188,2.0,1.0,0.873,2020-05-15
Posted With Demons,Future,0.449,4.0,0.0,0.9309999999999999,2020-05-15
Touch The Sky,Future,0.266,2.0,1.0,0.898,2020-05-15
One Of My,Future,0.598,1.0,1.0,0.95,2020-05-15
Harlem Shake,Future Featuring Young Thug,0.41200000000000003,10.0,0.0,0.8640000000000001,2020-05-15
Don't Believe The Hype,Polo G,0.418,10.0,0.0,0.622,2020-05-15
Beautiful Pain (Losin My Mind),Polo G,0.512,1.0,0.0,0.597,2020-05-15
33,Polo G,0.11699999999999999,5.0,0.0,0.732,2020-05-15
I Know,Polo G,0.557,5.0,0.0,0.807,2020-05-15
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,0.618,11.0,0.0,0.8370000000000001,2020-05-22
Top Floor,Gunna Featuring Travis Scott,0.48100000000000004,8.0,0.0,0.823,2020-05-22
Wunna,Gunna,0.313,0.0,1.0,0.89,2020-05-22
Blindfold,Gunna Featuring Lil Baby,0.21899999999999997,2.0,1.0,0.889,2020-05-22
Need It,Migos Featuring YoungBoy Never Broke Again,0.897,11.0,0.0,0.852,2020-05-22
Argentina,Gunna,0.35600000000000004,1.0,1.0,0.804,2020-05-22
Met Gala,Gunna,0.956,1.0,1.0,0.873,2020-05-22
Nasty Girl / On Camera,Gunna,0.522,0.0,1.0,0.598,2020-05-22
Gimmick,Gunna,0.58,2.0,1.0,0.938,2020-05-22
ily,surf mesa Featuring Emilee,0.33,11.0,0.0,0.674,2019-11-26
Tell Me U Luv Me,Juice WRLD & Trippie Redd,0.39399999999999996,2.0,1.0,0.66,2020-07-10
One Big Country Song,LOCASH,0.5529999999999999,5.0,1.0,0.547,2019-03-29
T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",0.746,10.0,0.0,0.784,2020-05-29
Alice,Lady Gaga,0.32299999999999995,11.0,0.0,0.723,2020-05-29
Hasta Que Dios Diga,Anuel AA & Bad Bunny,0.855,8.0,1.0,0.691,2020-05-29
Lose Somebody,Kygo & OneRepublic,0.507,1.0,1.0,0.58,2020-05-15
Otherside Of America,Meek Mill,0.40299999999999997,5.0,0.0,0.73,2020-06-05
Deep End Freestyle,Sleepy Hallow,0.7759999999999999,4.0,0.0,0.868,2020-06-05
Hard Days,Brantley Gilbert,0.41,8.0,1.0,0.308,2020-06-05
Worldwide Beautiful,Kane Brown,0.57,11.0,1.0,0.517,2020-06-04
Trollz,6ix9ine & Nicki Minaj,0.493,1.0,1.0,0.7440000000000001,2020-06-12
Make It Rain,Pop Smoke Featuring Rowdy Rebel,0.565,1.0,1.0,0.54,2020-06-12
Go!,Kid LAROI & Juice WRLD,0.522,6.0,1.0,0.48700000000000004,2020-07-24
Shotta Flow 5,NLE Choppa,0.77,1.0,1.0,0.8059999999999999,2020-06-12
Snow On Tha Bluff,J. Cole,0.235,8.0,0.0,0.586,2020-06-16
Tommy Lee,Tyla Yaweh & Post Malone,0.634,10.0,1.0,0.457,2020-06-12
Do It,Chloe X Halle,0.5660000000000001,5.0,0.0,0.725,2020-06-03
Done,Chris Janson,0.763,9.0,1.0,0.565,2019-10-18
The Man Who Loves You The Most,Zac Brown Band,0.44,3.0,1.0,0.506,2020-06-12
Need Me,J.I The Prince Of N.Y,0.732,10.0,0.0,0.815,2019-10-11
My Truck,Breland,0.55,2.0,1.0,0.883,2020-05-22
One Shot,YoungBoy Never Broke Again Featuring Lil Baby,0.261,1.0,0.0,0.589,2020-06-18
Wash Us In The Blood,Kanye West Featuring Travis Scott,0.381,10.0,1.0,0.67,2020-06-30
Know My Rights,6LACK Featuring Lil Baby,0.542,1.0,0.0,0.789,2020-06-26
Stick That In Your Country Song,Eric Church,0.405,0.0,0.0,0.536,2020-06-25
I Called Mama,Tim McGraw,0.514,2.0,1.0,0.499,2020-08-21
Gangstas,Pop Smoke,0.557,4.0,0.0,0.5479999999999999,2020-07-03
44 Bulldog,Pop Smoke,0.318,8.0,1.0,0.8,2020-07-03
Yea Yea,Pop Smoke,0.44799999999999995,5.0,0.0,0.7170000000000001,2020-07-03
What You Know Bout Love,Pop Smoke,0.5429999999999999,10.0,1.0,0.7090000000000001,2020-07-03
Bad Bitch From Tokyo (Intro),Pop Smoke,0.674,10.0,0.0,0.645,2020-07-03
Enjoy Yourself,Pop Smoke Featuring Karol G,0.461,11.0,0.0,0.764,2020-07-03
Creature,Pop Smoke Featuring Swae Lee,0.3720000000000001,7.0,1.0,0.794,2020-07-03
West Coast Shit,Pop Smoke Featuring Tyga & Quavo,0.495,11.0,0.0,0.831,2020-07-03
YaYa,6ix9ine,0.354,11.0,1.0,0.672,2020-07-03
Come & Go,Juice WRLD x Marshmello,0.535,0.0,1.0,0.625,2020-07-10
Blood On My Jeans,Juice WRLD,0.46399999999999997,6.0,1.0,0.868,2020-07-10
Titanic,Juice WRLD,0.23399999999999999,1.0,0.0,0.5670000000000001,2020-07-10
Bad Energy,Juice WRLD,0.532,7.0,1.0,0.654,2020-07-10
Stay High,Juice WRLD,0.433,8.0,1.0,0.745,2020-07-10
Fighting Demons,Juice WRLD,0.235,7.0,0.0,0.7070000000000001,2020-07-10
Up Up And Away,Juice WRLD,0.486,4.0,0.0,0.6609999999999999,2020-07-10
Screw Juice,Juice WRLD,0.515,5.0,0.0,0.595,2020-07-10
I Want It,Juice WRLD,0.147,4.0,0.0,0.28800000000000003,2020-07-10
Man Of The Year,Juice WRLD,0.298,4.0,1.0,0.621,2020-07-10
My Affection,Summer Walker & PARTYNEXTDOOR,0.233,7.0,1.0,0.632,2020-07-10
The 1,Taylor Swift,0.172,0.0,1.0,0.777,2020-07-24
The Last Great American Dynasty,Taylor Swift,0.706,7.0,1.0,0.6859999999999999,2020-07-24
My Tears Ricochet,Taylor Swift,0.111,0.0,1.0,0.456,2020-07-24
August,Taylor Swift,0.40299999999999997,5.0,1.0,0.532,2020-07-24
Mirrorball,Taylor Swift,0.379,2.0,1.0,0.5529999999999999,2020-07-24
Seven,Taylor Swift,0.415,4.0,1.0,0.596,2020-07-24
Invisible String,Taylor Swift,0.45,4.0,0.0,0.653,2020-07-24
This Is Me Trying,Taylor Swift,0.41200000000000003,9.0,1.0,0.515,2020-07-24
Betty,Taylor Swift,0.502,0.0,1.0,0.593,2020-07-24
Mad Woman,Taylor Swift,0.506,3.0,1.0,0.5920000000000001,2020-07-24
Lion King On Ice,J. Cole,0.22699999999999998,6.0,0.0,0.732,2020-07-22
Epiphany,Taylor Swift,0.113,1.0,1.0,0.354,2020-07-24
Peace,Taylor Swift,0.33899999999999997,5.0,1.0,0.647,2020-07-24
Hoax,Taylor Swift,0.429,8.0,1.0,0.662,2020-07-24
Perfect,Logic,0.648,0.0,1.0,0.769,2020-07-24
Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,0.0653,4.0,1.0,0.809,2020-07-30
WAP,Cardi B Featuring Megan Thee Stallion,0.35700000000000004,1.0,1.0,0.935,2020-08-07
Letter From Houston,Rod Wave,0.758,11.0,0.0,0.6809999999999999,2020-08-07
Freestyle,Rod Wave,0.523,6.0,0.0,0.7440000000000001,2020-08-07
Heather,Conan Gray,0.27,5.0,1.0,0.35700000000000004,2020-03-20
Dynamite,BTS,0.737,6.0,0.0,0.746,2020-11-20
Rockstar,DaBaby Featuring Roddy Ricch,0.4970000000000001,11.0,1.0,0.746,2020-04-17
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0.7609999999999999,0.0,0.0,0.767,2020-06-11
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0.34700000000000003,6.0,0.0,0.823,2020-07-03
Savage,Megan Thee Stallion Featuring Beyonce,0.68,11.0,1.0,0.843,2020-03-06
Be Like That,Kane Brown With Swae Lee & Khalid,0.322,7.0,1.0,0.727,2020-07-10
Say So,Doja Cat Featuring Nicki Minaj,0.7859999999999999,11.0,0.0,0.787,2019-11-07
Greece,DJ Khaled Featuring Drake,0.22899999999999998,5.0,1.0,0.695,2020-07-16
The Plan,Travis Scott,0.0363,1.0,0.0,0.433,2020-08-22
Hawai,Maluma,0.609,6.0,0.0,0.7659999999999999,2020-11-05
My Ex's Best Friend,Machine Gun Kelly X blackbear,0.298,5.0,0.0,0.731,2020-09-25
All In,YoungBoy Never Broke Again,0.27899999999999997,8.0,1.0,0.511,2020-09-11
La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,0.7859999999999999,4.0,0.0,0.815,2020-04-24
You Broke Me First.,Tate McRae,0.0823,4.0,1.0,0.667,2020-04-17
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,0.152,1.0,1.0,0.7240000000000001,2020-08-21
Exile,Taylor Swift Featuring Bon Iver,0.152,6.0,1.0,0.298,2020-07-24
My Window,YoungBoy Never Broke Again Featuring Lil Wayne,0.5710000000000001,8.0,0.0,0.778,2020-09-11
OK Not To Be OK,Marshmello & Demi Lovato,0.263,1.0,0.0,0.743,2020-09-10
Drug Addiction,YoungBoy Never Broke Again,0.6759999999999999,1.0,0.0,0.8190000000000001,2020-09-11
Ice Cream,BLACKPINK X Selena Gomez,0.91,9.0,1.0,0.79,2020-10-02
Gone Too Soon,Andrew Jannakos,0.45899999999999996,4.0,0.0,0.529,2020-09-15
Dead Trollz,YoungBoy Never Broke Again,0.7609999999999999,6.0,1.0,0.524,2020-09-11
Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA, Farruko",0.835,5.0,1.0,0.7929999999999999,2020-09-04
Cross Roads,YoungBoy Never Broke Again,0.439,0.0,1.0,0.7140000000000001,2020-09-11
Hit Different,SZA Featuring Ty Dolla $ign,0.716,0.0,0.0,0.679,2020-09-04
The Last Backyard...,YoungBoy Never Broke Again,0.815,6.0,1.0,0.5920000000000001,2020-09-11
Over Now,Calvin Harris X The Weeknd,0.679,4.0,0.0,0.612,2020-08-28
Caramelo,Ozuna x Karol G x Myke Towers,0.698,6.0,1.0,0.728,2020-06-11
Love You Like I Used To,Russell Dickerson,0.61,10.0,1.0,0.501,2020-02-11
Right Foot Creep,YoungBoy Never Broke Again,0.815,3.0,0.0,0.725,2020-09-11
Starting Over,Chris Stapleton,0.318,10.0,1.0,0.638,2020-08-27
Ain't Always The Cowboy,Jon Pardi,0.551,9.0,1.0,0.539,2019-09-27
Everywhere But On,Matt Stell,0.309,6.0,1.0,0.563,2019-10-25
You Got It,VEDO,0.391,5.0,1.0,0.774,2020-03-27
Lets Link,WhoHeem,0.522,10.0,0.0,0.8390000000000001,2020-08-20
Dirty Stick,YoungBoy Never Broke Again,0.349,0.0,1.0,0.614,2020-09-11
Holy,Justin Bieber Featuring Chance The Rapper,0.3720000000000001,6.0,1.0,0.6729999999999999,2020-09-18
I Hope,Gabby Barrett Featuring Charlie Puth,0.377,6.0,1.0,0.466,2020-06-19
Diamonds,Sam Smith,0.556,10.0,0.0,0.653,2020-09-17
Without You,Luke Combs Featuring Amanda Shires,0.355,6.0,1.0,0.522,2020-10-23
Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",0.835,5.0,1.0,0.7929999999999999,2020-09-04
Dolly,Lil Tecca Featuring Lil Uzi Vert,0.589,7.0,0.0,0.664,2020-09-18
When You Down,Lil Tecca Featuring Polo G & Lil Durk,0.308,1.0,1.0,0.514,2020-09-18
Me Gusta,Anitta Featuring Cardi B & Myke Towers,0.807,6.0,0.0,0.91,2020-09-18
Wet. (She Got That...) ,YFN Lucci,0.316,1.0,0.0,0.695,2020-02-14
Whole Lotta Choppas,Sada Baby,0.27699999999999997,1.0,1.0,0.9259999999999999,2020-08-14
Blind,DaBaby Featuring Young Thug,0.754,11.0,0.0,0.7090000000000001,2020-08-04
Wolves,Big Sean Featuring Post Malone,0.325,2.0,1.0,0.7240000000000001,2020-09-04
Franchise,Travis Scott Featuring Young Thug & M.I.A.,0.547,8.0,0.0,0.835,2020-09-25
Forget Me Too,Machine Gun Kelly & Halsey,0.522,1.0,1.0,0.654,2020-09-25
Epidemic,Polo G,0.47600000000000003,1.0,1.0,0.616,2020-09-25
Bloody Valentine,Machine Gun Kelly,0.506,2.0,1.0,0.5329999999999999,2020-09-25
U 2 Luv,Ne-Yo & Jeremih,0.65,6.0,1.0,0.626,2020-05-29
Better,Zayn,0.0807,2.0,1.0,0.637,2020-09-25
Drunk Face,Machine Gun Kelly,0.344,7.0,0.0,0.691,2020-09-25
"Big, Big Plans",Chris Lane,0.4,7.0,1.0,0.574,2019-06-28
"Ay, Dios Mio!",Karol G,0.531,11.0,1.0,0.718,2020-07-10
Good Time,Niko Moon,0.6409999999999999,5.0,1.0,0.79,2020-02-14
Put Your Records On,Ritt Momney,0.151,6.0,0.0,0.39899999999999997,2020-04-24
Money Over Fallouts,Tory Lanez,0.444,8.0,1.0,0.568,2020-09-25
Moral Of The Story,Ashe Featuring Niall Horan,0.265,10.0,1.0,0.5720000000000001,2019-02-14
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo x BTS,0.7609999999999999,0.0,0.0,0.767,2020-06-11
Runnin,21 Savage & Metro Boomin,0.415,10.0,0.0,0.8190000000000001,2020-10-02
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0.7040000000000001,5.0,1.0,0.647,2020-10-02
Wonder,Shawn Mendes,0.132,1.0,0.0,0.33299999999999996,2020-10-02
Glock In My Lap,21 Savage & Metro Boomin,0.20199999999999999,10.0,0.0,0.847,2020-10-02
Dreams,Fleetwood Mac,0.789,0.0,1.0,0.828,1977-02-04
Don't Stop,Megan Thee Stallion Featuring Young Thug,0.544,2.0,1.0,0.9329999999999999,2020-10-02
Slidin,21 Savage & Metro Boomin,0.382,2.0,1.0,0.774,2020-10-02
Many Men,21 Savage & Metro Boomin,0.281,10.0,0.0,0.635,2020-10-02
Fallin',Why Don't We,0.233,0.0,1.0,0.606,2020-09-29
Outta Time,Bryson Tiller Featuring Drake,0.33799999999999997,5.0,0.0,0.7140000000000001,2020-10-02
My Dawg,21 Savage & Metro Boomin,0.364,0.0,0.0,0.831,2020-10-02
Brand New Draco,21 Savage & Metro Boomin,0.439,11.0,0.0,0.6970000000000001,2020-10-02
Lovesick Girls,BLACKPINK,0.44799999999999995,6.0,1.0,0.654,2020-10-02
Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,0.494,9.0,1.0,0.821,2020-10-02
No Opp Left Behind,21 Savage & Metro Boomin,0.26,8.0,1.0,0.823,2020-10-02
Levitating,Dua Lipa Featuring DaBaby,0.915,6.0,0.0,0.7020000000000001,2020-10-01
Steppin On N*ggas,21 Savage & Metro Boomin,0.726,7.0,1.0,0.8420000000000001,2020-10-01
RIP Luv,21 Savage & Metro Boomin,0.0657,5.0,0.0,0.63,2020-10-02
Always Forever,Bryson Tiller,0.4,10.0,0.0,0.605,2021-02-26
Years Go By,Bryson Tiller,0.0652,1.0,1.0,0.366,2021-02-26
Said N Done,21 Savage & Metro Boomin,0.479,11.0,1.0,0.775,2020-10-02
"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,0.506,11.0,0.0,0.737,2020-10-09
Better Together,Luke Combs,0.67,0.0,1.0,0.552,2019-11-08
Hole In The Bottle,Kelsea Ballerini,0.7829999999999999,4.0,1.0,0.598,2020-11-13
Sofia,Clairo,0.6409999999999999,0.0,1.0,0.7440000000000001,2019-08-02
Lonely,Justin Bieber & benny blanco,0.0927,11.0,0.0,0.631,2020-10-16
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,0.27699999999999997,1.0,1.0,0.9259999999999999,2020-08-14
You're Mines Still,Yung Bleu Featuring Drake,0.342,5.0,0.0,0.613,2020-10-16
Hate The Way,G-Eazy Featuring blackbear,0.361,4.0,0.0,0.569,2020-10-16
Canceled,Larray,0.55,11.0,0.0,0.647,2020-10-18
Happy Does,Kenny Chesney,0.597,6.0,1.0,0.715,2020-05-01
Throat Baby (Go Baby),BRS Kash,0.397,1.0,0.0,0.878,2021-01-21
Pardon,T.I. Featuring Lil Baby,0.9009999999999999,10.0,0.0,0.955,2020-10-16
Champagne Night,Lady A,0.9390000000000001,4.0,1.0,0.523,2020-06-12
Positions,Ariana Grande,0.682,0.0,1.0,0.737,2020-10-30
Forever After All,Luke Combs,0.456,0.0,1.0,0.48700000000000004,2020-10-23
Tyler Herro,Jack Harlow,0.775,5.0,0.0,0.794,2020-10-22
Spicy,Ty Dolla $ign Featuring Post Malone,0.11800000000000001,4.0,0.0,0.782,2020-10-23
The Other Guy,Luke Combs,0.319,6.0,1.0,0.5670000000000001,2020-10-23
Damage,H.E.R.,0.18,1.0,1.0,0.6459999999999999,2020-10-21
Golden,Harry Styles,0.254,4.0,0.0,0.44799999999999995,2019-12-13
Back To The Streets,Saweetie Featuring Jhene Aiko,0.562,4.0,1.0,0.865,2020-10-23
So Done,The Kid LAROI,0.303,9.0,1.0,0.7190000000000001,2020-10-23
Cold As You,Luke Combs,0.32799999999999996,6.0,1.0,0.598,2020-10-23
Practice,DaBaby,0.308,1.0,1.0,0.8490000000000001,2020-08-04
La Toxica,Farruko,0.623,9.0,1.0,0.659,2020-07-24
Head & Heart,Joel Corry X MNEK,0.905,8.0,1.0,0.7340000000000001,2020-07-03
"Wine, Beer, Whiskey",Little Big Town,0.784,7.0,1.0,0.727,2020-01-17
34+35,Ariana Grande,0.485,0.0,1.0,0.83,2020-10-30
Dakiti,Bad Bunny & Jhay Cortez,0.145,4.0,0.0,0.731,2020-10-30
Motive,Ariana Grande Featuring Doja Cat,0.6609999999999999,10.0,0.0,0.789,2021-02-19
Off The Table,Ariana Grande Featuring The Weeknd,0.382,0.0,1.0,0.41100000000000003,2021-02-19
pov,Ariana Grande,0.17300000000000001,0.0,0.0,0.48700000000000004,2020-10-30
Just Like Magic,Ariana Grande,0.46399999999999997,8.0,1.0,0.7190000000000001,2021-02-19
Shut Up,Ariana Grande,0.599,0.0,1.0,0.499,2021-02-19
Thriller,Michael Jackson,0.72,11.0,1.0,0.764,2017-09-27
Nasty,Ariana Grande,0.456,6.0,0.0,0.772,2021-02-19
Safety Net,Ariana Grande Featuring Ty Dolla $ign,0.0916,1.0,0.0,0.552,2021-02-19
Six Thirty,Ariana Grande,0.434,0.0,1.0,0.7390000000000001,2021-02-19
My Hair,Ariana Grande,0.3720000000000001,0.0,1.0,0.6859999999999999,2021-02-19
Obvious,Ariana Grande,0.26,0.0,1.0,0.624,2021-02-19
West Side,Ariana Grande,0.557,11.0,0.0,0.688,2021-02-19
Love Language,Ariana Grande,0.5529999999999999,10.0,0.0,0.688,2021-02-19
Weeeeee,Trippie Redd,0.152,0.0,1.0,0.7290000000000001,2021-02-19
Stay Down,"Lil Durk, 6LACK & Young Thug",0.6759999999999999,3.0,0.0,0.813,2020-10-30
Thick,DJ Chose Featuring BeatKing,0.591,4.0,1.0,0.87,2020-07-10
Take You Dancing,Jason Derulo,0.753,2.0,1.0,0.789,2020-07-22
Hawai,Maluma & The Weeknd,0.609,6.0,0.0,0.7659999999999999,2020-11-05
What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",0.297,10.0,0.0,0.755,2020-11-06
Took Her To The O,King Von,0.4,1.0,1.0,0.82,2020-03-06
Don't Need Friends,NAV Featuring Lil Baby,0.584,2.0,1.0,0.852,2020-11-06
The Code,King Von Featuring Polo G,0.568,6.0,0.0,0.831,2020-10-30
Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,0.38799999999999996,8.0,0.0,0.779,2020-11-06
Crazy Story 2.0,King Von Featuring Lil Durk,,,,,
Always Do,The Kid LAROI,0.5820000000000001,8.0,1.0,0.762,2020-11-06
Young Wheezy,NAV With Gunna,0.289,1.0,0.0,0.917,2020-11-06
Beers And Sunshine,Darius Rucker,0.677,5.0,1.0,0.57,2020-08-06
Therefore I Am,Billie Eilish,0.716,11.0,0.0,0.889,2020-11-12
Whoopty,CJ,0.66,3.0,0.0,0.7190000000000001,2020-08-20
"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,0.29600000000000004,5.0,0.0,0.721,2020-11-06
Drankin N Smokin,Future & Lil Uzi Vert,0.387,0.0,1.0,0.752,2020-11-13
Holiday,Lil Nas X,0.8370000000000001,5.0,0.0,0.81,2020-11-13
Stripes Like Burberry,Future & Lil Uzi Vert,0.706,9.0,0.0,0.758,2020-11-13
That's It,Future & Lil Uzi Vert,0.599,11.0,0.0,0.94,2020-11-13
Real Baby Pluto,Future & Lil Uzi Vert,0.602,1.0,1.0,0.898,2020-11-13
Iris,Phoebe & Maggie,0.163,8.0,1.0,0.653,2015-10-07
